No.,Sector,Sub Industry Code,Sub Industry,Code,Stock Name,Sharia,FS Date,Fiscal Year End,Type of FS,Auditor's Opinion,"Assets, b.IDR","Liabilities, b.IDR","Equity, b.IDR","Sales, b.IDR","EBT, b.IDR",Profit for the Period,Profit attr.to owner's,"EPS, IDR","Book Value, IDR","P/E Ratio, x","Price to BV, x","D/E Ratio, x","ROA, %","ROE, %","NPM, %",Harga Saham
1.00,Energy,A121,Coal Production,ADMR,Adaro Minerals Indonesia Tbk,S,06/30/2022,Dec,LR,,16960.16,10885.54,6074.62,6483.46,3926.35,3037.55,3006.19,115.51,148.59,15.8,12.11,1.79,28,78,73,1799.4249
2.00,Energy,A121,Coal Production,ADRO,Adaro Energy Indonesia Tbk,S,06/30/2022,Dec,LR,,130793.6,48844.18,81949.41,52702.34,30378.02,20022.27,18046.78,563.32,2562.04,6.28,1.38,0.6,22,35,55,3535.6152
3.00,Energy,A121,Coal Production,AIMS,Akbar Indo Makmur Stimec Tbk,S,06/30/2022,Dec,U,,34.62,16.73,17.88,20.46,2.49,2.49,2.49,20.9,81.28,11.87,2.98,0.94,13,26,22,242.2144
4.00,Energy,A112,Oil & Gas Storage & Distribution,AKRA,AKR Corporindo Tbk,S,06/30/2022,Dec,U,,27834.66,15843.1,11991.55,22109.45,1175.72,927.41,955.46,75.56,597.38,17.8,2.26,1.32,5,13,7,1350.0788
5.00,Energy,A131,Oil & Gas Drilling Service,APEX,Apexindo Pratama Duta Tbk,S,06/30/2022,Dec,U,,5279.11,3295.42,1983.69,695.5,44.06,31.95,31.95,20.53,709.27,17.92,0.49,1.66,1,3,8,347.5423
6.00,Energy,A121,Coal Production,ARII,Atlas Resources Tbk,S,06/30/2022,Dec,U,,5263.5,4411.02,852.47,1371.76,296.49,254.57,219.2,15.05,272.27,14.36,0.79,5.17,4,28,17,215.0933
7.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",ARTI,Ratu Prabu Energi Tbk,S,03/31/2022,Dec,U,,637.2,741.61,-104.41,1.52,-6.55,-6.04,-5.99,-14.02,-13.32,-3.57,-3.75,-7.1,-17,0,-7227,49.95
8.00,Energy,A122,Coal Distribution,BBRM,Pelayaran Nasional Bina Buana Raya Tbk,S,06/30/2022,Dec,U,,532.81,162.08,370.73,63.61,-2.37,-3.17,-3.17,0.58,43.72,85.9,1.14,0.44,1,1,8,49.8408
9.00,Energy,A122,Coal Distribution,BESS,Batulicin Nusantara Maritim Tbk,S,06/30/2022,Dec,U,,724.35,262.85,461.49,211.26,30.53,28.94,28.94,21.8,134.43,9.36,1.47,0.57,10,16,35,197.6121
10.00,Energy,A111,Oil & Gas Production & Refinery,BIPI,Astrindo Nusantara Infrastruktur Tbk,S,06/30/2022,Dec,LR,,13716.73,7862.12,5854.61,201.15,52.42,34.49,17.2,2.25,101.08,63.69,1.4,1.34,1,2,65,141.512
11.00,Energy,A121,Coal Production,BOSS,Borneo Olah Sarana Sukses Tbk,S,06/30/2022,Dec,U,,674.12,732.14,-58.03,192.15,19.99,19.99,19.99,-61.87,-41.45,-1.33,-2,-12.62,-13,0,-45,82.9
12.00,Energy,A122,Coal Distribution,BSML,Bintang Samudera Mandiri Lines Tbk,S,06/30/2022,Dec,U,,262.78,160.55,102.23,110.55,8.96,7.68,7.67,5.33,55.25,169.8,16.29,1.57,4,10,9,900.0225
13.00,Energy,A121,Coal Production,BSSR,Baramulti Suksessarana Tbk,S,06/30/2022,Dec,LR,,6252.87,1695.28,4557.59,6329.14,2463.05,1912.9,1912.89,1631.56,1741.87,2.66,2.49,0.37,68,94,67,4337.2563
14.00,Energy,A112,Oil & Gas Storage & Distribution,BULL,Buana Lintas Lautan Tbk,S,03/31/2022,Dec,U,,7087.48,5624.24,1463.24,390.9,-221.53,-222.56,-222.03,-230.38,103.64,-0.73,1.63,3.84,-46,-222,-832,168.9332
15.00,Energy,A121,Coal Production,BUMI,Bumi Resources Tbk,S,06/30/2022,Dec,A,WTP,66384.23,53175.18,13209.06,14416.03,3888.65,2655.57,2495.31,22.77,94.33,7.38,1.78,4.03,7,37,34,167.9074
16.00,Energy,A121,Coal Production,BYAN,Bayan Resources Tbk,S,06/30/2022,Dec,U,,37285.63,10206.8,27078.83,29838.67,19252,15000.92,14446.84,8055.12,8123.65,8.21,8.25,0.38,72,99,90,67020.1125
17.00,Energy,A122,Coal Distribution,CANI,Capitol Nusantara Indonesia Tbk,S,03/31/2022,Jun,U,,317.76,700.73,-382.97,31.11,-33.16,-33.3,-33.3,-35.45,-459.5,-2.71,-0.21,-1.83,-9,0,-95,96.495
18.00,Energy,A122,Coal Distribution,CNKO,Exploitasi Energi Indonesia Tbk,S,06/30/2022,Dec,U,,1312.25,2562.49,-1250.24,748.94,-25.59,-25.23,-25.02,-4.57,-139.59,-10.93,-0.36,-2.05,-3,0,-5,50.2524
19.00,Energy,A121,Coal Production,COAL,PT Black Diamond Resources Tbk,S,06/30/2022,Dec,A,WTP,412.42,251.68,160.74,367.07,106.76,83.38,82.4,16.45,25.72,24.92,17.11,1.57,25,64,28,440.0692
20.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",DEWA,Darma Henwa Tbk,S,06/30/2022,Dec,U,,10017.38,6124.11,3893.28,2885.4,-113.3,-121.25,-121.29,-5.85,178.15,-10.26,0.33,1.57,-1,-3,-4,58.7895
21.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",DOID,Delta Dunia Makmur Tbk,S,06/30/2022,Dec,U,,23722.94,20089.29,3633.64,10757.85,129.35,84.18,84.18,42.83,421.48,9.15,0.93,5.53,2,16,5,391.9764
22.00,Energy,A121,Coal Production,DSSA,Dian Swastatika Sentosa Tbk,S,06/30/2022,Dec,LR,,97070.65,54997.28,42073.37,38599.39,11202.65,7759.79,3744.15,6253.69,54601.57,6.08,0.7,1.31,5,11,12,38221.099
23.00,Energy,A122,Coal Distribution,DWGL,Dwi Guna Laksana Tbk,S,06/30/2022,Dec,U,,1522.32,1349.09,173.23,1543.89,35.85,36.06,36.06,15.22,18.74,13.93,11.32,7.79,9,81,9,212.1368
24.00,Energy,A131,Oil & Gas Drilling Service,ELSA,Elnusa Tbk,S,06/30/2022,Dec,U,,8301.3,4269.92,4031.38,5420.54,281.54,226.33,226.33,40.41,552.36,7.77,0.56,1.06,4,7,5,309.3216
25.00,Energy,A111,Oil & Gas Production & Refinery,ENRG,Energi Mega Persada Tbk,S,06/30/2022,Dec,U,,17862.27,10800.84,7061.44,3425.68,1108.16,384.32,384.53,25.48,284.49,10.2,0.91,1.53,4,11,23,258.8859
26.00,Energy,A122,Coal Distribution,FIRE,Alfa Energi Investama Tbk,S,06/30/2022,Dec,U,,500.74,208.77,291.97,81.32,-20.39,-15.61,-15.6,-47.78,197.9,-6.78,1.38,0.72,-14,-24,-87,273.102
27.00,Energy,A121,Coal Production,GEMS,Golden Energy Mines Tbk,S,06/30/2022,Dec,LR,,16068.17,8469.36,7598.81,19863.08,6571.34,5088.13,4999.19,1339.34,1291.8,5.32,5.48,1.11,49,104,40,7079.064
28.00,Energy,A121,Coal Production,GTBO,Garda Tujuh Buana Tbk,S,09/30/2020,Dec,U,,826.76,201.74,625.02,0,-9.54,-9.54,-9.54,-0.35,250.01,0,0.3,0.32,0,0,0,75.003
29.00,Energy,A112,Oil & Gas Storage & Distribution,GTSI,GTS Internasional Tbk,S,06/30/2022,Dec,U,,1869.36,1111.11,758.25,314.63,64.68,62.19,44.83,-10.01,47.93,-6.3,1.31,1.47,-8,-21,-50,62.7883
30.00,Energy,A112,Oil & Gas Storage & Distribution,HITS,Humpuss Intermoda Transportasi Tbk,S,06/30/2022,Dec,U,,3413.26,2376.24,1037.02,804.87,127.25,112.21,94.85,-19.78,146.04,-28.82,3.9,2.29,-3,-9,-12,569.556
31.00,Energy,A121,Coal Production,HRUM,Harum Energy Tbk,S,06/30/2022,Dec,U,,16052.36,3228.06,12824.3,5617.32,3388.53,2733.84,2172.58,227.83,948.68,7.83,1.88,0.25,19,24,55,1783.5184
32.00,Energy,A121,Coal Production,INDY,Indika Energy Tbk,S,06/30/2022,Dec,U,,59076.66,41714.98,17361.68,28856.01,6751.72,3401.12,2986.09,697.69,3332.25,4.11,0.86,2.4,6,21,13,2865.735
33.00,Energy,A112,Oil & Gas Storage & Distribution,INPS,Indah Prakasa Sentosa Tbk,S,06/30/2022,Dec,U,,360.33,272.44,87.89,136.48,-5.84,-5.84,-5.88,-51.69,135.21,-18.96,7.25,3.1,-9,-38,-25,980.2725
34.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",ITMA,SUMBER ENERGI ANDALAN Tbk,S,06/30/2022,Dec,U,,3148.25,155.96,2992.3,1.51,428.91,428.91,428.96,203.41,3436.65,4.4,0.26,0.05,17,18,35165,893.529
35.00,Energy,A121,Coal Production,ITMG,Indo Tambangraya Megah Tbk,S,06/30/2022,Dec,LR,,29373.5,7319.52,22053.98,21155.37,8882.53,6855.87,6858,10561.25,19518.09,3.72,2.01,0.33,41,54,56,39231.3609
36.00,Energy,A121,Coal Production,KKGI,Resource Alam Indonesia Tbk,S,06/30/2022,Dec,U,,2270.65,643.25,1627.4,1635.95,426.42,299.1,297.25,113.86,325.48,5.31,1.89,0.4,25,35,35,615.1572
37.00,Energy,A112,Oil & Gas Storage & Distribution,KOPI,Mitra Energi Persada Tbk,S,06/30/2022,Dec,U,,148.45,54.55,93.9,90.59,6.56,4.27,4.22,8.07,134.66,64.43,3.86,0.58,4,6,6,519.7876
38.00,Energy,A112,Oil & Gas Storage & Distribution,LEAD,Logindo Samudramakmur Tbk,S,06/30/2022,Dec,U,,2008.25,1529.89,478.36,195.85,-43.22,-45.42,-45.4,-11.81,118.12,-7.88,0.77,3.2,-2,-10,-24,90.9524
39.00,Energy,A121,Coal Production,MBAP,Mitrabara Adiperdana Tbk,S,06/30/2022,Dec,U,,4820.4,844.21,3976.19,3694.01,2134.97,1662.13,1662.13,1517.1,3239.86,5.34,2.5,0.21,55,67,72,8099.65
40.00,Energy,A122,Coal Distribution,MBSS,Mitrabahtera Segara Sejati Tbk,S,06/30/2022,Dec,U,,2849.25,309.54,2539.7,574.42,74.88,74.88,69.83,133.11,1451.24,7.74,0.71,0.12,8,9,41,1030.3804
41.00,Energy,A121,Coal Production,MCOL,Prima Andalan Mandiri Tbk,S,06/30/2022,Dec,U,,9693.09,2562.85,7130.24,7365.91,3609.03,2842.32,2807.07,1375.32,2005.38,5.13,3.52,0.36,0,0,0,7058.9376
42.00,Energy,A111,Oil & Gas Production & Refinery,MEDC,Medco Energi Internasional Tbk,S,06/30/2022,Dec,U,,103810.71,81688.91,22121.8,17075.7,7861.14,4185.82,4019.73,159.72,880.08,5.82,1.04,3.69,4,18,24,915.2832
43.00,Energy,A111,Oil & Gas Production & Refinery,MITI,Mitra Investindo Tbk,S,06/30/2022,Dec,U,,168.7,28.19,140.51,35.42,4.11,3.66,3.93,4.5,57.52,34.45,2.69,0.2,7,8,31,154.7288
44.00,Energy,A112,Oil & Gas Storage & Distribution,MTFN,Capitalinc Investment Tbk,S,06/30/2022,Dec,U,,773.46,812.24,-38.77,194.41,-4.82,-7.01,-6.73,-0.12,-1.22,-420.95,-41.06,-20.95,0,0,-2,50.0932
45.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",MYOH,Samindo Resources Tbk,S,06/30/2022,Dec,LR,,2432.31,305.13,2127.18,1049.12,154.4,117.53,117.29,135.64,964.14,11.39,1.62,0.14,12,14,29,1561.9068
46.00,Energy,A112,Oil & Gas Storage & Distribution,PGAS,Perusahaan Gas Negara Tbk,S,06/30/2022,Dec,LR,,107685.07,58059.45,49625.62,25897.3,5499.01,4142.29,3550.26,207.41,2047.13,8.37,0.86,1.17,5,10,19,1760.5318
47.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",PKPK,Perdana Karya Perkasa Tbk,S,06/30/2022,Dec,A,WTP,55.72,38.2,17.52,11,-6.28,-22.54,-22.54,-1.46,29.2,-161.32,8.08,2.18,-41,-132,-210,235.936
48.00,Energy,A122,Coal Distribution,PSSI,Pelita Samudera Shipping Tbk,S,06/30/2022,Dec,U,,2490.07,668.87,1821.2,836.27,312.37,280.61,279.13,85.12,336.2,7.7,1.95,0.37,21,29,63,655.59
49.00,Energy,A121,Coal Production,PTBA,Bukit Asam Tbk,S,06/30/2022,Dec,LR,,35913,13208.42,22704.59,18423.06,7824.89,6275.84,6156.73,840.58,1970.77,5.06,2.16,0.58,34,54,67,4256.8632
50.00,Energy,A122,Coal Distribution,PTIS,Indo Straits Tbk,S,06/30/2022,Dec,U,,596.58,342.79,253.79,139.25,3.46,3.46,3.46,4.98,461.3,34.53,0.37,1.35,1,2,4,170.681
51.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",PTRO,Petrosea Tbk,S,06/30/2022,Dec,U,,8385.04,4367.44,4017.6,3071.66,185.09,162.08,160.26,466.29,3983.33,6.63,0.78,1.09,6,12,15,3106.9974
52.00,Energy,A112,Oil & Gas Storage & Distribution,RAJA,Rukun Raharja Tbk,S,06/30/2022,Dec,U,,3685.94,1787.18,1898.76,834.73,65.76,50.29,41.85,16.61,449.19,68.05,2.32,0.94,2,4,8,1042.1208
53.00,Energy,A122,Coal Distribution,RIGS,Rig Tenders Indonesia Tbk,S,03/31/2022,Jun,,,620.09,33.95,586.14,230.93,24.15,24.15,24.15,-15.84,962.26,-35.66,0.62,0.06,-2,-2,-4,596.6012
54.00,Energy,A122,Coal Distribution,RMKE,RMK Energy Tbk,S,06/30/2022,Dec,U,,1496.63,539.23,957.4,1071.74,195.74,154.69,141.8,69,218.83,11.74,3.7,0.56,20,32,28,809.671
55.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",RUIS,Radiant Utama Interinsco Tbk,S,06/30/2022,Dec,U,,1357.48,852.09,505.4,824.73,24.59,15.72,15.72,29.93,656.36,6.88,0.31,1.69,2,5,3,203.4716
56.00,Energy,A122,Coal Distribution,SGER,Sumber Global Energy Tbk,S,06/30/2022,Dec,U,,1826.01,914.82,911.19,3553.57,602.49,472.95,476.18,173.38,244.46,4.44,3.03,1,35,71,18,740.7138
57.00,Energy,A112,Oil & Gas Storage & Distribution,SHIP,Sillo Maritime Perdana Tbk,S,06/30/2022,Dec,U,,4902.65,2501.08,2401.56,801.08,181.3,157.31,104.79,65.29,883,15.01,1.12,1.04,4,7,22,988.96
58.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",SICO,PT Sigma Energy Compressindo Tbk,S,06/30/2022,Dec,LR,,117.8,14.38,103.42,35.09,5.5,4.33,4.32,0,113.64,0,1.58,0.14,0,0,0,179.5512
59.00,Energy,A121,Coal Production,SMMT,Golden Eagle Energy Tbk,S,06/30/2022,Dec,U,,1240.35,216.32,1024.02,474.69,239.66,206.18,189,120.11,325.09,6.12,2.26,0.21,31,37,80,734.7034
60.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",SMRU,SMR Utama Tbk,S,06/30/2022,Dec,U,,964.6,807.86,156.74,248.73,-61.54,-55.23,-55.22,-19.83,12.54,-2.52,3.99,5.15,-29,-178,-112,50.0346
61.00,Energy,A112,Oil & Gas Storage & Distribution,SOCI,Soechi Lines Tbk,S,06/30/2022,Dec,U,,9480.64,3934.58,5546.06,981.3,97.3,77.76,77.66,11.67,785.67,16.45,0.24,0.71,1,1,8,188.5608
62.00,Energy,A111,Oil & Gas Production & Refinery,SUGI,Sugih Energy Tbk,S,09/30/2018,Dec,U,,7200.64,4903.19,2297.45,12.34,-22.65,-20.46,-20.46,-10.48,92.6,0,0.54,2.13,-4,-11,-2109,50.004
63.00,Energy,A111,Oil & Gas Production & Refinery,SURE,Super Energy Tbk,S,06/30/2022,Dec,U,,975.93,476.8,499.13,186.88,-42.92,-35.66,-29.21,-37.49,333.29,-48.01,5.4,0.96,-6,-11,-30,1799.766
64.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",TAMU,PT Pelayaran Tamarin Samudra Tbk.,S,06/30/2022,Dec,U,,1032.75,521.71,511.03,90.97,-21.43,-21.59,-17.27,-2.2,13.63,-22.73,3.67,1.02,-5,-11,-62,50.0221
65.00,Energy,A122,Coal Distribution,TCPI,Transcoal Pacific Tbk,S,06/30/2022,Dec,U,,2830.64,1225.41,1605.24,872.93,78.85,64.96,61.65,18.88,321.05,439.71,25.85,0.76,4,7,12,8299.1425
66.00,Energy,A122,Coal Distribution,TEBE,Dana Brata Luhur Tbk,S,06/30/2022,Dec,U,,1080.47,221.06,859.41,276.9,134.16,103.86,103.1,176.86,668.8,4.81,1.27,0.26,21,26,82,849.376
67.00,Energy,A121,Coal Production,TOBA,TBS Energi Utama Tbk,S,06/30/2022,Dec,U,,13122.61,7247.52,5875.09,4159.89,924.89,761.5,515.32,85.67,729.83,9.75,1.14,1.23,7,15,21,832.0062
68.00,Energy,A122,Coal Distribution,TPMA,Trans Power Marine Tbk,S,06/30/2022,Dec,U,,1566.45,362.54,1203.91,427.96,93.35,88.21,88.21,42.85,457.19,8.31,0.78,0.3,7,9,26,356.6082
69.00,Energy,A121,Coal Production,TRAM,Trada Alam Minera Tbk,S,12/31/2019,Dec,A,WDP,6445.85,3998.4,2447.45,4352.83,-2812.5,-2866.22,-2895.77,-58.33,49.3,0,1.01,1.63,-45,-118,-67,49.793
70.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",UNIQ,PT Ulima Nitra Tbk,S,06/30/2022,Dec,U,,509.46,182.41,327.05,159.15,-12.62,-10,-10,4.83,104.19,11.38,0.53,0.56,0,0,0,55.2207
71.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",WINS,Wintermar Offshore Marine Tbk,S,06/30/2022,Dec,U,,2880.65,624.86,2255.79,373.02,-21.63,-25.56,-15.11,-4.25,518.96,-42.08,0.34,0.28,0,0,-1,176.4464
72.00,Energy,A132,"Oil, Gas & Coal Equipment & Services",WOWS,PT Ginting Jaya Energi Tbk,S,06/30/2022,Dec,U,,682.23,146.58,535.65,39.42,-24.73,-24.73,-24.73,-19.79,216.36,-2.53,0.23,0.27,-9,-12,-156,49.7628
73.00,Energy,A221,Alternative Fuels,ETWA,Eterindo Wahanatama Tbk,S,06/30/2022,Dec,U,,1030.75,1206.08,-175.33,32.13,-60.51,-60.51,-60.42,-33.57,-37.55,-2.29,-2.05,-6.88,-15,0,-488,76.9775
74.00,Energy,A211,Alternative Energy Equipment,JSKY,Sky Energy Indonesia Tbk,S,12/31/2021,Dec,A,WTP,387.39,226.76,160.64,148.29,-82.84,-72.77,-72.77,-35.8,79.03,-1.45,0.66,1.41,-19,-45,-49,52.1598
75.00,Energy,A211,Alternative Energy Equipment,SEMA,Semacom Integrated Tbk,S,06/30/2022,Dec,U,,224.17,88.53,135.64,60.15,4.43,2.69,3.52,13.14,100.69,11.57,1.51,0.65,0,0,0,152.0419
76.00,Basic Materials,B111,Basic Chemicals,ADMG,Polychem Indonesia Tbk,S,06/30/2022,Dec,U,,2933.64,571.49,2362.15,1314.9,-186.17,-190.05,-189.98,-64.54,607.37,-2.56,0.27,0.24,-9,-11,-19,163.9899
77.00,Basic Materials,B111,Basic Chemicals,AGII,Aneka Gas Industri Tbk,S,06/30/2022,Dec,U,,8095.24,4482.98,3612.26,1266.38,76.49,53.84,50.61,52.14,1177.91,40.08,1.77,1.24,2,4,13,2084.9007
78.00,Basic Materials,B113,Specialty Chemicals,AKPI,Argha Karya Prima Industry Tbk,S,06/30/2022,Dec,U,,3643.12,1969.05,1674.06,1670.56,253.86,193.05,193.05,406.94,2734.29,3.76,0.56,1.18,9,19,19,1531.2024
79.00,Basic Materials,B131,Containers & Packaging,ALDO,Alkindo Naratama Tbk,S,06/30/2022,Dec,U,,1431.87,692.63,739.25,767.22,51.03,39.64,39.31,64.63,561.37,10.83,1.25,0.94,6,12,11,701.7125
80.00,Basic Materials,B141,Aluminum,ALKA,Alakasa Industrindo Tbk,S,06/30/2022,Dec,U,,422.53,287.54,134.99,1979.35,1.4,1.18,1.18,37.91,265.91,7.65,1.09,2.13,4,11,1,289.8419
81.00,Basic Materials,B141,Aluminum,ALMI,Alumindo Light Metal Industry Tbk,S,06/30/2022,Dec,U,,1487.8,904.07,583.73,775.93,47.7,37.21,37.21,17.3,152.97,22.89,2.56,1.55,4,11,9,391.6032
82.00,Basic Materials,B146,Diversified Metals & Minerals,ANTM,Aneka Tambang Tbk,S,06/30/2022,Dec,LR,,32256.48,10784.54,21471.94,18772.86,2213.45,1525.9,1525.9,92.68,893.52,20.39,2.17,0.5,7,10,12,1938.9384
83.00,Basic Materials,B113,Specialty Chemicals,APLI,Asiaplast Industries Tbk,S,06/30/2022,Dec,U,,464.08,218.29,245.79,251.27,20.5,14.06,14.06,22.32,180.38,9.05,1.2,0.89,7,12,12,216.456
84.00,Basic Materials,B143,Gold,ARCI,Archi Indonesia Tbk,S,06/30/2022,Dec,U,,10576.76,6902.96,3673.8,1780.33,349.33,209.27,210.6,32.6,147.93,10.37,2.27,1.88,8,22,45,335.8011
85.00,Basic Materials,B113,Specialty Chemicals,AVIA,Avia Avian Tbk,S,06/30/2022,Dec,U,,10607.26,1160.55,9446.71,3379.34,945.91,777.01,777.11,24.06,152.48,34.28,5.21,0.12,14,16,44,794.4208
86.00,Basic Materials,B121,Construction Materials,AYLS,Agro Yasa Lestari Tbk,S,06/30/2022,Dec,U,,50.04,1.72,48.32,4.37,-0.39,-0.39,-0.39,-2.01,56.62,-40.71,1.4,0.04,-3,-4,-39,79.268
87.00,Basic Materials,B144,Iron & Steel,BAJA,Saranacentral Bajatama Tbk,S,06/30/2022,Dec,U,,766.53,578.28,188.25,584.5,-33.85,-26.3,-26.3,18.87,104.58,9.54,1.72,3.07,-2,-9,-3,179.8776
88.00,Basic Materials,B121,Construction Materials,BEBS,Berkah Beton Sadaya Tbk,S,06/30/2022,Dec,U,,813.47,82.52,730.95,345.8,104.63,82.22,82.2,16.91,81.22,270.28,56.27,0.11,19,21,44,4570.2494
89.00,Basic Materials,B111,Basic Chemicals,BMSR,Bintang Mitra Semestaraya Tbk,S,06/30/2022,Dec,U,,1455.18,957.2,497.98,2465.4,239.06,191.49,192.05,302.22,429.59,2.76,1.89,1.92,24,70,14,811.9251
90.00,Basic Materials,B146,Diversified Metals & Minerals,BRMS,Bumi Resources Minerals Tbk,S,06/30/2022,Dec,A,WTP,15567.74,1508.02,14059.72,82.44,34.71,58.2,56.84,6.9,99.16,20.14,1.41,0.11,6,7,1187,139.8156
91.00,Basic Materials,B131,Containers & Packaging,BRNA,Berlina Tbk,S,06/30/2022,Dec,U,,1963.19,1156.07,807.12,545.09,-77.68,-42.48,-46.69,-178.19,824.34,-6.9,1.49,1.43,-9,-22,-32,1228.2666
92.00,Basic Materials,B111,Basic Chemicals,BRPT,Barito Pacific Tbk,S,03/31/2022,Dec,U,,133730.76,71452.62,62278.14,11678.57,846.52,436.21,134.27,10.98,664.32,74.69,1.23,1.15,1,2,9,817.1136
93.00,Basic Materials,B144,Iron & Steel,BTON,Betonjaya Manunggal Tbk,S,06/30/2022,Dec,U,,308.9,96.51,212.39,68.99,16.12,14.91,14.91,18.76,294.99,20.78,1.32,0.45,4,6,20,389.3868
94.00,Basic Materials,B111,Basic Chemicals,CHEM,PT Chemstar Indonesia Tbk,S,06/30/2022,Dec,U,,102.55,54.6,47.94,64.25,7.57,5.84,5.84,9.01,28.2,11.32,3.65,1.14,15,32,24,102.93
95.00,Basic Materials,B141,Aluminum,CITA,Cita Mineral Investindo Tbk,S,06/30/2022,Dec,U,,4951.27,1027.63,3923.64,2646.25,470.45,431.5,431.5,175.24,990.73,16.43,2.97,0.26,14,18,26,2942.4681
96.00,Basic Materials,B113,Specialty Chemicals,CLPI,Colorpak Indonesia Tbk,S,06/30/2022,Dec,U,,775.98,283.24,492.75,437.07,10.44,8.21,8.2,102.24,1608.51,9.15,0.57,0.57,4,6,7,916.8507
97.00,Basic Materials,B121,Construction Materials,CMNT,Cemindo Gemilang Tbk,S,06/30/2022,Dec,U,,18949.57,14806.02,4143.56,4464.21,125.59,59.02,50.08,10.85,241.95,93.97,4.22,3.57,1,3,2,1021.029
98.00,Basic Materials,B144,Iron & Steel,CTBN,Citra Tubindo Tbk,S,06/30/2022,Dec,U,,2137.6,828.28,1309.32,905.57,-13.5,-21.75,-21.78,-271.67,1635.89,-5.65,0.93,0.63,-10,-17,-24,1521.3777
99.00,Basic Materials,B146,Diversified Metals & Minerals,DKFT,Central Omega Resources Tbk,S,06/30/2022,Dec,U,,2287.68,1914.13,373.55,335.04,25.09,13.07,59.32,-22.91,66.25,-5.24,1.83,5.12,-6,-35,-39,121.2375
100.00,Basic Materials,B113,Specialty Chemicals,DPNS,Duta Pertiwi Nusantara Tbk,S,06/30/2022,Dec,U,,368.64,54.93,313.71,98.49,18.3,13.92,14.61,80.56,947.4,4.84,0.41,0.18,7,9,27,388.434
101.00,Basic Materials,B113,Specialty Chemicals,EKAD,Ekadharma International Tbk,S,06/30/2022,Dec,U,,1195.75,116.51,1079.24,311.71,57.91,47.53,45.72,27.56,308.89,10.38,0.92,0.11,8,9,31,284.1788
102.00,Basic Materials,B131,Containers & Packaging,EPAC,Megalestari Epack Sentosaraya Tbk,S,06/30/2022,Dec,U,,363.23,186.92,176.31,56.9,-4.92,-5.61,-7.06,-0.41,53.37,-123.33,0.94,1.06,-2,-5,-15,50.1678
103.00,Basic Materials,B131,Containers & Packaging,ESIP,Sinergi Inti Plastindo Tbk,S,06/30/2022,Dec,U,,100.13,3.93,96.2,33.05,1.84,1.82,1.82,2.04,86.67,36.75,0.87,0.04,2,2,7,75.4029
104.00,Basic Materials,B111,Basic Chemicals,ESSA,Surya Esa Perkasa Tbk,S,06/30/2022,Dec,U,,13023.78,6944.01,6079.77,5222.75,1945.64,1564.04,995.68,86.27,388.21,12.93,2.87,1.14,10,22,26,1114.1627
105.00,Basic Materials,B131,Containers & Packaging,FASW,Fajar Surya Wisesa Tbk,S,06/30/2022,Dec,U,,13850,8746.04,5103.96,6327.66,396.5,302.14,302.14,234.39,2059.8,26.67,3.03,1.71,4,11,9,6241.194
106.00,Basic Materials,B111,Basic Chemicals,FPNI,Lotte Chemical Titan Tbk,S,06/30/2022,Dec,U,,2777.7,1201.23,1576.47,3729.77,20.69,19.33,19.3,4.87,283.21,55.39,1.02,0.76,1,2,1,288.8742
107.00,Basic Materials,B144,Iron & Steel,GDST,Gunawan Dianjaya Steel Tbk,S,06/30/2022,Dec,U,,1879.31,954.66,924.66,1228.4,170.31,134.4,134.4,7.05,100.04,20.14,1.42,1.03,3,7,5,142.0568
108.00,Basic Materials,B144,Iron & Steel,GGRP,Gunung Raja Paksi Tbk,S,06/30/2022,Dec,A,WTP,17742.17,6196.42,11545.75,6797.84,533.57,413.61,413.61,79.9,953.3,6.88,0.59,0.54,5,8,14,562.447
109.00,Basic Materials,B141,Aluminum,HKMU,HK Metals Utama Tbk,S,06/30/2022,Dec,U,,674.93,493.2,181.73,173.92,-47.85,-43.46,-41.95,-74.53,56.41,-0.67,0.89,2.71,-39,-144,-151,50.2049
110.00,Basic Materials,B151,Timber,IFII,Indonesia Fibreboard Industry Tbk,S,06/30/2022,Dec,U,,1475.02,347.44,1127.58,407.5,56.84,44.21,44.21,10.17,119.8,15.74,1.42,0.31,6,8,23,170.116
111.00,Basic Materials,B146,Diversified Metals & Minerals,IFSH,Ifishdeco Tbk,S,06/30/2022,Dec,U,,993.64,323.93,669.71,458.15,61.98,44.22,44.22,79.76,315.16,13.98,3.47,0.48,17,25,37,1093.6052
112.00,Basic Materials,B131,Containers & Packaging,IGAR,Champion Pacific Indonesia Tbk,S,06/30/2022,Dec,U,,865.24,128.83,736.41,538.02,68.85,53.45,37.66,80.73,757.46,5.9,0.63,0.17,9,11,15,477.1998
